"Dépenses 
 Alimentaires","Dépenses 
 Mode","Dépenses 
 Électroniques","Depenses 
 Abonement","Depenses 
 Voyages"
7808,41121,2830,28762,70360
76130,71738,2710,28152,70137
4932,32955,5202,24295,84087
52465,74328,4104,29665,86702
52292,22294,6203,6311,76929
83471,14601,2424,13965,19767
5501,89260,5085,14090,31092
5290,6401,2061,8135,76316
21694,48329,1237,24161,57727
80263,28373,6192,8844,21920
69923,59472,1749,26632,48622
84279,72863,4659,8451,26418
75097,82702,3378,20818,30179
33378,60854,6856,16954,59550
63667,41290,6572,22600,65715
19388,14669,6291,26886,99548
48609,28245,6946,17828,69176
18024,49238,8226,7444,26634
71092,56351,4729,26744,70708
40317,81946,6929,11623,43812
34776,65774,3863,12759,47976
17539,74153,1006,20234,83958
77403,18028,6344,22411,50636
34173,62724,5365,5815,17974
11689,88122,3264,12262,30400
33867,77815,1268,14451,90769
27753,38212,4361,20008,99906
55226,4174,6120,16755,19712
47913,8575,4302,15910,40967
45136,28684,6302,5762,70648
25227,73563,6613,10134,33348
41448,55944,3186,6360,20768
9091,66809,3829,26530,14142
28361,83974,8020,12260,27910
45598,62346,4353,28921,41268
6258,32493,6934,28532,99463
54294,70022,1902,26562,92186
46870,31515,1197,17784,43904
53578,12824,7088,4258,57166
86770,77046,5664,28730,80455
20232,54598,3044,17304,14558
23493,8556,5636,16387,16376
41363,25018,7179,10409,72473
38952,51853,5924,24216,48542
25233,54481,8882,14307,81733
17247,12087,4527,9966,70262
23334,56359,5482,29345,72040
38692,50093,4327,22759,89384
13954,63095,6726,6092,34629
23297,1453,4178,14130,30242
32924,61722,2495,12222,25920
65489,81555,4216,5581,54951
48833,4439,6027,11487,93508
25736,73729,5325,26977,39273
33797,3776,6642,24265,39432
88591,44156,4221,4515,43663
84690,86430,1335,22776,28653
3290,49577,3085,19650,28091
2679,1637,7868,18863,59589
63334,8569,7799,27230,33907
28522,27656,8389,20665,93793
21731,68161,5628,25660,36832
76507,79614,4581,28458,41842
32109,56170,1328,26955,99354
65609,73257,1065,17843,17774
23644,68398,6770,20091,52754
48351,84259,7953,27579,51025
53824,73579,6999,14977,48536
13351,69370,2257,12042,83097
38825,39304,3425,27021,63603
73266,38303,3116,27274,81612
23001,33571,6979,20461,69138
35492,14078,3646,15273,43026
66731,23160,2345,19267,21126
64380,73668,3443,23537,30208
75762,81516,4526,10176,12605
60159,8127,5437,19268,16358
81754,12589,1882,18578,18223
35843,13124,2058,6513,12064
68558,33812,8773,6922,14849
41236,29168,5692,15102,11412
81556,15764,8271,13041,93755
47934,11863,3276,9029,98322
38172,57983,6345,13522,50151
65255,18601,6817,7889,84949
64697,89478,4581,15941,22698
86786,4679,1012,21383,36291
6642,11863,1339,28041,18746
76698,8483,6870,12038,17521
85840,55856,7373,5838,40936
13896,8516,4352,14253,68511
3100,69620,8976,28845,66783
20921,31418,5676,28631,97759
67823,78448,7825,29072,61997
34689,64337,3340,11663,43279
28112,78345,2346,28633,42680
87764,75384,8940,15041,68989
33844,23910,2074,11954,46568
80844,31018,4281,14019,33616
12813,58261,8449,12716,38960
18239,26880,8736,16915,60108
38959,86984,8215,28359,53216
27395,73388,5621,10669,80181
80896,33479,7086,13798,51644
31594,85761,5491,21090,90536
47262,67893,2574,16846,38963
83360,8702,2824,6449,60915
39472,32783,1303,23671,13348
71093,38649,6862,15897,22393
51266,54969,2559,17248,29587
79711,70768,8475,21780,11982
36877,81068,8028,17240,97334
28096,83719,4309,6429,47095
37894,33635,8033,14603,33442
30738,65350,7821,7713,59037
40047,29287,2424,26308,24273
16686,69511,3757,8442,30620
42043,37133,1491,25216,65902
48997,2652,1094,17160,38233
14106,24957,2358,20186,98215
81848,8253,6583,11941,53940
78152,75061,8584,23618,89445
53306,83314,7088,25171,45231
76074,74394,6272,18486,77218
54491,4747,4621,10519,39294
32462,73055,3166,11776,93281
25654,37124,8928,20482,61654
80736,51826,8321,23159,77244
60488,8816,6396,10649,43441
1577,78794,4136,20780,95604
18813,64676,2274,24346,53925
22451,10683,3582,6743,25397
57838,25696,2856,16035,31898
58979,58205,7793,21224,34844
59359,83835,7811,6636,64541
28788,9725,4489,5477,92201
24221,54014,5404,12766,32726
12426,61969,7829,23748,55384
48347,87876,6322,10873,47718
58025,64521,2082,20117,66604
55848,36674,8076,19328,54450
6036,53725,3234,16198,48446
59288,17594,7718,24477,26068
35168,44199,6764,6486,28867
22881,51918,2902,13799,78175
46511,8483,7380,28954,55067
72474,86716,7516,13916,60827
65607,10529,1470,7236,33711
4752,68072,3444,19348,17824
24554,72228,2755,25650,90129
52956,62963,2871,22090,59533
76120,47864,2646,17765,44831
2244,16143,1751,23981,20567
32689,39270,5164,16286,70784
5443,18710,3578,20493,73137
75138,68440,3192,22452,74668
22087,5981,2765,13393,72318
87017,9124,7284,11592,57921
24976,4564,1281,8623,55805
34609,44372,8643,23794,39785
3494,1349,5777,7050,34457
72189,89119,8386,17854,31463
72504,50791,6957,8773,21598
72419,9969,1714,20245,85547
2589,78740,6191,12154,68859
78816,40942,6738,16953,81798
8351,84248,5881,11060,19307
10737,60006,7289,8505,78285
13588,21093,3161,26373,47430
22398,70659,5646,23781,55033
44743,74034,6447,26102,18674
40099,13107,1283,20058,13543
70334,73560,7663,7577,62242
37245,78388,6268,25479,29505
19522,82966,8965,23358,31688
20583,61450,7358,19158,76269
44590,55488,1596,10683,25649
81011,81162,3209,18454,74930
41470,54664,6360,26531,74454
25329,55104,7513,15836,73222
9223,82245,6944,15654,31904
3735,54728,5339,10071,69459
56730,75731,3945,28622,10257
69717,89010,2980,20457,96303
82279,88668,3245,29904,31055
48935,30969,3095,28898,63832
23128,3791,1345,28645,49444
57315,1542,7834,14247,77557
35941,57631,3757,27981,38975
9754,50740,7410,15260,33402
14662,18870,3761,15922,60140
77773,27283,8532,25622,62850
74761,41899,6922,27374,58918
3625,8398,3070,5362,54673
10510,21152,2129,11168,11047
80983,20061,5571,26227,70319
51867,77270,5843,27435,51803
15860,37311,8654,12144,85609
76106,34812,4584,20201,39271
37678,15334,8378,11521,76652
33597,86185,1740,24443,44920
19121,10079,8004,6148,19100
54958,40732,5914,13060,62994
39428,29067,7470,20469,19479
45440,18619,4248,7862,85395
8559,53253,5472,29554,93130
46655,33142,1184,27327,71337
88840,87539,7793,16208,28395
63481,59975,5015,14292,75303
23583,56433,1145,13968,60784
34256,7829,8033,12241,87270
32182,57367,7125,6319,24436
49851,49504,5101,25322,30357
65887,14431,6397,4885,12189
37395,37404,6253,4154,81246
78708,44435,7245,4478,68792
70021,15805,5914,8825,98307
57408,65942,3096,15473,68183
20059,83469,4615,16443,10683
76695,74013,7214,11194,80356
52592,86488,2307,8817,53254
28030,79513,2857,14724,71410
77195,47075,5140,19088,29915
64827,7749,7200,27110,77588
21946,63945,1732,15117,43115
10032,14250,2691,29892,44420
62598,25006,5393,12734,39793
28322,49535,1922,29337,33203
7003,1106,6261,11819,64064
89274,22797,6511,19274,94481
7648,87209,2361,10625,63699
73455,18529,3516,7847,66546
64933,73540,4667,9822,88972
73070,74933,1938,22932,31550
35315,56701,2212,8515,52622
50368,82319,6274,19220,11212
82956,39363,2794,5013,85008
62298,43670,1089,19889,62285
84638,17260,1092,4165,77974
48010,57476,2458,20197,90483
86056,75857,7676,21206,15339
10721,88327,5545,5376,40294
17342,36833,4601,16285,25814
82286,24278,5883,8048,55640
75405,40035,3017,5025,57704
41533,85607,2472,20744,86948
80910,83151,1977,28868,60770
26118,20346,2826,5741,92824
34647,3038,5133,9921,76360
54556,31494,5809,10616,88589
20456,75688,3758,18226,36042
84778,16707,4016,25962,48904
84058,69873,8977,14568,54409
44271,7798,4713,19877,15492
21661,23950,4729,25223,48006
39450,81235,6464,25382,30116
33546,43378,5343,28056,26007
68885,61937,5447,22627,21978
49909,19536,3510,20472,99819
84531,70806,3429,10384,57801
61212,69193,3352,28625,38313
11427,19979,3447,22752,90823
31811,19879,7850,10275,77741
18132,80641,8534,10022,66258
40604,71503,7734,16690,63774
58355,57405,3682,28333,97524
16529,38071,4071,27910,65825
29645,18417,2590,22071,84034
38051,58809,4750,7186,95884
79557,5147,3216,12636,30991
47900,65140,8636,26532,67072
25961,81856,6088,7129,65163
82608,22336,4009,16462,24513
60604,64199,5353,25213,12044
62144,39469,8224,28527,93526
70757,55682,6561,25943,87197
88150,22802,1778,5793,12195
4566,87659,4784,21569,86245
12331,22635,7211,7495,78468
5446,58224,2203,25213,35058
61558,19063,8542,16526,83948
79731,89376,5481,25870,31723
1786,57755,8365,11421,45091
33440,89837,7878,17564,63876
64934,2642,4236,6249,76297
70563,39338,2982,9791,87172
66261,8517,4742,7861,14367
45788,46107,5898,27809,55111
53183,30566,8023,18186,51040
85501,18244,6409,9676,79499
56129,72105,7586,5301,73129
9505,25650,4125,15766,31754
63953,37826,3317,5390,61413
11605,41268,6326,22362,43668
83011,72218,8659,20482,72327
32764,63950,5156,6912,27413
45973,35137,1204,20362,38024
33870,62979,5123,25784,51442
80329,33329,8339,10990,88968
47318,80689,6072,29548,21070
16691,60161,3321,21374,14900
54433,25103,8997,15645,71094
28624,21255,6934,11650,23553
67590,62830,3883,4387,31217
17220,8274,3290,22324,13713
39195,63945,2616,23484,81727
16012,83558,1583,4511,53274
48047,33339,2887,9848,50323
87731,40867,8151,14296,27893
7733,59003,3717,16156,55258
42147,12476,1992,19304,92201
38013,21779,6997,9312,99060
62208,58772,6644,8360,82804
16274,19449,7664,9882,39698
62394,68799,3672,25971,52179
49989,42111,8268,6820,99262
11393,31066,3528,21094,24069
78497,62354,3503,6727,74471
11197,35446,5824,13949,28758
28051,26956,8836,17833,31987
35478,17121,3531,18312,19213
18767,46908,8431,9284,15366
19728,40844,1059,7076,91551
16588,65233,7954,27796,94179
74444,71956,8556,6089,10613
14228,68749,7667,22048,39581
6402,47124,5559,22849,75323
17286,62052,7427,27398,80920
77345,31494,8358,15320,55002
15665,16903,7118,4019,46477
80218,23169,8374,21652,63491
39559,43955,3708,8996,21473
77942,63165,8700,25296,26477
46060,62979,1904,12784,61539
17761,65664,2523,24793,10836
15209,11666,8872,13846,20387
74532,37740,3026,7032,50883
10247,38854,7224,16604,88441
89740,56564,2250,13013,26950
77758,5641,6985,18632,60653
26181,13671,1318,9281,13965
44804,64853,6620,12209,18781
40519,43330,1910,8966,69664
13130,86833,3974,20361,46447
5421,17638,1857,16858,79805
10271,47745,1438,26623,47473
53820,60849,4239,14729,94638
62922,53367,8383,17039,20094
50724,75471,6932,24462,73223
60460,89962,8541,20588,71059
70047,54383,1496,21897,14973
1453,1565,7599,28519,27113
19594,13638,8763,5120,68684
67572,62378,2591,9852,32400
14450,42106,8382,9710,80987
53648,10307,5387,10951,96557
83912,77070,1481,27815,34620
55299,24563,4821,6940,81572
77463,69412,3831,17873,96328
29822,48291,7646,15852,91629
67589,17253,3158,10198,36812
1517,64948,4105,11531,93907
40748,50818,5861,18989,33132
23401,32554,8359,7145,40096
52239,56652,4822,10193,54642
14312,81287,4886,17012,57461
13466,32917,8412,20741,24640
61221,30894,8595,13418,49138
33260,88954,2069,18575,72675
61058,83550,3793,5735,75808
15598,86118,1772,23385,37772
70176,43242,1346,5671,27526
74013,24771,7339,11590,19002
80068,60292,2671,12341,43780
64148,6570,4699,6931,68631
85128,79432,1187,20854,46302
52400,69719,7139,9835,76176
33030,26056,3970,20556,60649
20965,34464,1579,28359,85082
76175,13740,4886,13632,58918
85168,2128,4377,21866,73977
35234,51614,6133,27584,31852
53382,11380,1656,8661,27672
23170,56434,3649,14004,66017
66356,15054,2117,21612,37069
60462,80115,2653,14369,64540
11231,7443,1095,11875,28170
76457,1126,2452,19781,36717
44159,48494,8290,23368,78343
10511,84912,6157,11789,77184
63349,87387,7930,18422,42134
57752,71206,7282,5026,19596
57797,19964,6682,6578,47921
58463,76062,2404,14768,23775
44758,14037,8806,9568,16240
65381,48757,3273,18213,29695
46114,15761,7280,13655,38357
66711,76693,7405,11939,84471
87409,35337,2598,6879,86269
72333,51856,4364,26431,95218
9294,38307,5686,22589,92316
85796,9878,4779,9232,23236
61577,53415,3460,21283,40424
66499,87842,5005,11626,48016
2594,32922,1581,6777,11460
50430,15055,8517,25466,79125
83739,67612,6430,23774,69789
15849,39672,7706,18738,33421
3009,6915,6790,29836,91702
23969,10466,4343,26171,12099
44151,81550,1833,6790,96276
76191,60126,7352,28987,73830
40864,64736,7960,9897,69865
84498,33381,7918,4292,28478
10500,77743,1935,8478,79134
8551,28946,3955,20318,82200
7552,8626,6625,22857,33901
27309,48740,8708,8499,61055
3365,32186,4187,10516,85576
58210,11001,2140,14952,95106
8906,30486,6276,5364,67103
71579,41090,6812,27971,70938
75159,52041,2607,11019,26477
65197,40379,8464,22055,51987
54488,78281,2211,22409,27606
60960,73024,4708,15205,77525
76191,33023,8454,26825,21410
84726,37097,3035,6971,69519
56092,15380,2426,13852,23108
20428,58587,6650,9628,13357
77668,12433,1665,18128,52044
34808,60949,3290,27879,44764
66657,84456,4676,19185,87022
33697,24411,3215,17053,76480
21333,15560,4836,7605,61256
5664,56792,7502,19536,79126
20828,33455,1935,19874,92160
69736,33999,2544,18755,74874
53844,28454,8656,13109,79314
62135,18399,5708,25524,51718
28657,78019,7928,12301,16598
13280,77172,8012,17721,55325
84120,77200,4505,25141,26540
53453,36660,5442,23771,78838
24690,57650,8452,29996,83733
26484,10019,4730,17609,42663
35462,38171,5135,29257,30992
6270,48739,8223,5669,57748
59231,11816,3342,14387,57263
84242,69802,3106,6809,53148
61402,77991,6319,20910,79779
11050,21422,5296,9910,90247
46519,25186,4460,21464,69813
20952,75628,6687,28339,96341
54147,54925,7365,6904,54035
66817,66482,2194,28882,33320
69770,49926,4588,6026,86211
48641,81103,5512,25397,31150
26446,75228,3621,11929,16467
81536,13720,2183,24538,53938
39840,23544,4073,5514,38588
72811,45681,3988,6276,51386
20508,78626,8157,19847,69028
28245,50684,1407,23726,22095
81400,41417,7988,6665,96442
31509,14737,5510,26331,77181
58770,83856,8340,15949,54493
41265,11221,8226,29675,10382
83956,51298,1333,5537,63338
83978,43244,1746,26851,69505
64370,40711,6574,12554,49911
61354,32402,4604,23741,86403
29082,64603,7728,22183,72743
7908,73877,4247,9633,46610
74400,16458,1494,16771,84064
18012,11435,6935,24145,65487
57335,82069,8295,18520,64052
72701,39244,1658,9810,72940
53537,6091,2194,27126,24165
83853,14950,5415,12276,35395
67559,77432,6071,17166,40266
85112,21993,1976,11983,62636
46871,74753,2034,15303,77387
86675,78896,1580,9491,69022
53760,64365,8247,18980,77665
86295,68985,3434,18080,85959
60699,40484,7291,22488,16833
53991,56628,8575,25118,36600
83720,82858,4365,15661,49653
46480,15207,2546,11403,10919
68348,6909,5349,28652,68616
47052,18432,3456,10439,11893
13303,40517,6560,16055,29401
3660,64624,2839,22684,29956
58894,20032,8511,26003,89319
28695,68421,8337,21146,87509
71440,67311,2390,28924,12877
34914,75973,8228,4457,44041
49844,78208,2967,28718,32443
53268,77686,8191,10241,20270
75302,6237,3148,6165,99599
36525,30802,6707,10013,65336
83188,15676,4586,15339,90746
48904,80792,8692,11897,68480
2923,83720,5109,12860,76313
60301,72991,3937,12040,24130
19388,76633,2985,19311,12758
59324,72715,3693,19985,98658
72079,69825,8767,16466,28945
52342,39074,3119,5427,38685
43769,22385,2535,26219,29593
71504,65219,5074,9240,30880
49162,32429,8382,25420,92507
44597,16911,8480,10288,56453
81158,15449,2037,8126,68703
40494,19876,8424,14880,72482
75969,29968,8667,24473,16898
39163,89391,3147,9530,73747
61505,77160,5521,21062,84504
19595,78463,8456,26227,97402
15380,88579,8280,8140,75115
38368,77132,8764,19813,24601
27226,84437,1859,20266,57508
66781,67484,1993,9635,58504
24532,25951,2702,21458,58338
46760,37688,1924,29089,57126
56945,10535,5206,9329,58243
68464,69744,5360,10317,90853
89367,35557,8146,15477,82134
13218,26630,5383,19970,89449
66779,42781,6065,4987,49589
85553,19854,1833,16962,18924
36671,55060,7643,25538,96597
89338,67213,4293,28662,48972
86442,27233,5275,24650,50723
8633,33755,7360,13135,22126
4633,34168,8250,12262,47031
54905,15802,5813,10472,79979
52759,19842,3399,25162,77068
17885,1573,2891,18889,34478
54590,43511,8511,5231,71930
25482,79285,3337,10426,60375
11901,2944,5459,27765,19977
43613,2607,6641,13422,27997
11350,74674,3724,29951,19493
85841,26710,3477,18612,92785
65368,38819,8534,27822,34508
73117,74609,3381,28908,44815
82604,83419,7876,18028,88878
13876,53052,8520,17683,43146
44528,83710,5578,19409,16645
46471,8736,2971,10649,95623
71887,70929,3188,16948,60354
18429,37724,8035,21608,36954
84057,8724,5633,19889,29628
29019,11141,7944,6313,29890
48109,66501,2714,6801,94316
5382,32984,5663,24067,48734
2160,56014,1652,27579,10834
63833,69331,2559,19379,49218
35027,52533,2656,21089,65870
16560,33957,1675,9959,58381
73311,18808,6373,26099,28911
72880,61370,5526,27984,40917
29173,1857,1432,23243,19887
60045,71633,2803,21018,61757
67405,13857,5846,13697,38010
31207,7403,3624,10005,87321
35696,63822,3175,21795,86275
6401,28899,5389,15670,61909
79630,37801,7377,26545,99161
25868,37226,5547,12874,26869
73189,36021,5160,13333,36951
84041,25678,6993,11448,16928
5350,53187,1622,10827,22200
40180,34191,6040,16060,79940
72960,18373,5436,12138,11409
44779,2491,8933,24496,84979
50524,82611,2595,11245,63608
41455,6200,1814,27045,45731
75884,31379,8085,5889,61455
3685,74840,4788,4624,89997
41152,78377,3687,17312,16949
78660,2203,5231,8926,78103
81775,27269,6555,22027,34460
16021,38400,3681,18479,62108
38675,65888,3424,24454,28725
43069,5066,5978,15865,93669
81412,56474,8606,19305,74682
69709,69183,8203,27892,14126
67020,38601,6883,15853,67832
23405,18887,2403,14500,97967
68758,36307,4710,14427,75987
63874,86994,4838,23334,47587
86300,43525,7043,11778,44690
85308,55735,2229,23025,89844
27543,45958,4387,18940,18088
81359,69612,3758,25552,77090
68912,28230,1605,16974,10202
27089,16164,8686,18295,99443
67423,31294,7107,7713,43800
10892,25735,2206,23980,53901
35642,54040,7698,23281,82844
36258,69127,7316,27637,62986
74679,64688,1858,6107,55249
26066,74955,4549,6840,32781
49701,7862,1954,22972,63456
36314,86850,2728,7084,96300
1945,23450,5862,24141,67948
25350,13311,2996,16022,57060
50874,43881,1491,16807,88530
33374,13629,7797,21976,39595
9605,62954,5940,8086,13815
12469,24176,3536,19356,83902
3459,29522,4556,11117,76985
50194,44248,4431,25907,63937
81533,7747,3702,13515,99816
75747,4268,3921,12922,56325
62832,36928,8244,13871,12117
44095,42188,6780,10717,20971
81839,50196,1226,5192,30517
86491,22787,5592,15964,21800
76573,1097,8182,19949,64856
72536,18077,5394,9167,70808
84959,7314,5125,9720,58299
74162,21422,3567,26467,26483
47356,80671,6968,4499,86291
81664,9765,8400,10018,63065
78087,49918,8617,5528,56981
42284,55748,6474,29128,57675
7692,32408,7509,17259,19779
55686,63508,5448,25408,43121
16620,76607,6459,15172,63432
81939,66197,7995,4003,75279
3592,52288,4650,13777,77624
15047,28257,3104,4207,61941
73126,88275,6952,25343,84466
62784,48854,3626,28862,13719
16595,14928,8435,10453,43307
75714,41056,1615,6799,52651
1218,14418,7116,11135,87657
34798,46393,5116,29358,15540
70873,27519,4706,17286,18180
43844,51685,8220,13588,84068
55177,30006,5824,19053,15697
3876,29229,4440,29262,22423
67532,64716,7912,29263,92015
